id,SalePrice
1584,243782.08255187824
1531,144341.32459711624
2210,147970.59594126788
459,341838.9174451692
556,129962.92305105172
1347,130084.09019904875
1290,84697.7412117544
1388,109024.20406179689
1571,194459.0145107987
2754,194628.79697922958
765,142253.72127058214
2494,124538.62133904312
2870,195841.68153180316
7,205952.90086612344
1114,252133.8666683549
2418,257412.2183198379
291,137338.55452110656
18,380065.24546692846
39,384270.6997844242
1001,296443.83090164827
2442,224677.92481637455
616,127035.0018951073
2680,81294.1952335351
1414,118149.06773397238
289,137495.85204041627
40,244616.69417870423
860,129656.85575339386
409,139901.33324699086
673,151912.90395616516
2427,167295.80414376766
2036,209691.2858028684
2564,143230.43169552786
642,145316.46171755408
1008,175714.1835632484
1908,135716.48359788186
2519,220550.2632784536
1369,98657.34333513975
2855,156697.49222615155
712,82947.56595006793
1943,116082.43122852594
1958,131666.97095762787
107,156959.8696501089
2295,200736.5645733926
704,99236.81681734716
676,129773.46403872903
259,177819.67629754217
93,301672.04824265675
106,241914.62367286347
2315,175910.2287600446
1050,111750.73137341657
1095,194205.6560333294
2709,139537.25724013473
758,142930.76455216156
1496,157069.89920049964
2370,127904.56722305782
2458,275152.75647649594
2733,137678.30708529038
161,271653.50512797904
726,149005.82961004507
845,204713.3214885784
947,248834.72548028358
2232,118452.001471441
2563,151215.9995363913
2299,135269.2957226503
211,105971.21015285105
605,151091.9954447871
1478,184479.02097348197
2247,271747.3304259455
2274,207685.86721728422
2869,200036.12205240657
967,215897.88545947828
2656,112058.38262233973
667,189514.3266457445
1042,124981.2357882389
2023,158271.66090742772
2447,417114.7892698938
2055,119088.49229530626
2275,266248.7379579341
2204,164084.6834539268
1563,264901.37308045593
483,215768.7840467295
796,135057.95537391675
1526,141044.70852418008
2042,147178.47564840168
442,351262.8075584105
1693,341047.04311785265
1468,217707.64705413123
1430,173979.41424787525
2605,158350.24757674252
1529,179168.34097440104
335,130724.8761578812
1287,131701.31654656085
31,109620.82399520624
1785,297583.82202523825
82,153125.75359266432
2620,133694.15279726943
252,182869.35556327202
721,85352.39904220444
2165,181512.35553973087
2316,173785.27528227135
775,128800.9043066979
1558,96662.71804391583
17,202302.8377890797
1022,229209.3047641291
925,121240.19989544323
438,275347.7326097552
1270,140803.12381067986
1272,119699.32680199706
215,144917.48586806457
266,220496.13444660444
2402,280612.3222479564
1250,126778.1063704446
1984,109140.60893448888
1279,142600.77535439612
377,237523.9233709823
1252,141956.7977839442
2156,265017.8995261267
499,326293.11729657697
1374,117956.6909683205
2898,248798.11099824452
401,120344.84100393782
2721,177671.33491067358
2078,245646.5705934972
2589,116222.60566805096
1946,256082.45726496383
1334,125221.88406507563
2781,221180.30144832382
431,425270.1497149159
576,214713.94422402477
1474,202704.91065507475
2254,133739.66864242955
2155,281967.89797833335
885,114675.54035123759
643,130988.33414825783
1944,122989.64904830453
480,190365.99281587102
2845,110836.55963194638
2387,312692.3427447139
2407,200090.5053480596
2527,155264.67931299188
2514,146212.0958611559
629,178413.55284661494
80,203339.03813665747
1876,140270.88101992718
1546,125966.30907855932
2518,167206.49895174892
2347,162376.27896768192
783,214713.62213453557
1322,76974.62093545562
194,88786.06022635134
1770,303751.36323603126
2143,141229.367329629
1229,199460.42704550934
511,295020.8079205446
46,212449.38678730887
1348,166217.04667342495
2465,186791.28952697798
387,232224.08972592076
873,220873.41723676308
1918,124128.09456661172
2764,230268.12273985244
2184,119844.79979984016
934,150903.8861614198
1920,130759.43235232151
2631,144374.823389995
1768,607981.4406586518
2040,124848.95734544919
1749,210383.46463307005
834,222095.73607190617
1457,236040.95483681638
79,128160.80133857351
2302,118787.09866127903
1817,139102.27041383722
2755,216976.74476404118
359,173585.08762529664
2059,108722.94024296687
2092,243912.43966724857
2516,240105.7854000923
150,106822.8100787967
1656,145510.61095333687
83,101644.90185112698
2411,177635.1517862698
795,90047.08407470353
2312,220228.11493773194
2917,97052.85712737196
1624,173748.91828484726
2215,277825.6595077313
1211,157240.59818189713
1485,154716.0107867479
1024,176880.47222825082
570,210637.18418174665
2874,133518.21311039967
700,136483.87969936593
2756,209369.4384312529
2022,173141.91215668275
583,221047.01405210112
2392,387782.40415549406
2424,197625.91419494673
212,123974.8081245438
736,140674.15831308605
1610,169274.33620769865
890,119887.02423250326
467,170738.96431343898
578,235219.5875048829
1747,175085.56521779025
1149,163366.77695829142
2758,248389.4527649098
857,128758.44467350327
2219,269887.8015231411
733,107444.98920819105
2909,125733.7793131836
1798,260301.37801772065
235,124710.21729478374
2366,146203.64862499136
1027,131922.92834497095
1195,133821.627620376
1303,61941.8064535836
148,193815.4220907713
608,166807.33888026612
2515,200073.07389750602
821,275142.1955392375
2500,265784.9531897732
745,114311.92320800349
741,128017.19495083296
1611,124050.08471149653
2532,121467.80919418654
1081,230564.17115522493
1692,446407.60658467474
2520,183732.07657837216
276,112213.40037765465
1992,124238.78031120863
663,56878.13832575429
418,133319.03889542876
1733,185364.12680508694
2359,147437.50031372203
253,178650.04370153157
1518,180432.53119157362
2035,137180.31007975858
2919,96019.25577241524
1540,234855.9534462013
2120,144909.42241431132
1674,180035.64136189775
256,141926.06453680494
2361,101844.0794864591
978,96982.98160225652
2280,145702.50229342695
2095,213910.73622267426
1709,338649.10258976644
2801,236539.88081237744
1246,108694.46469058924
2373,118525.45296516793
1055,276569.79577594367
2017,123540.67850902388
1099,245566.8404481226
1344,94344.65806327526
835,166897.19953005656
1117,217588.39362158766
2043,98571.21381231805
2085,124897.76127182714
410,157056.41140861055
2650,103243.52232321766
2867,156627.70843512868
1668,118748.19551981878
1161,165984.25030386905
2122,165127.60271435496
2539,138433.21546879376
1047,141719.9687838062
1445,121582.39818352173
541,133018.3594770821
569,221908.05762157193
1276,117154.03050431426
918,142002.8506664227
326,163676.15763358842
1936,119925.77332571558
895,102361.67886425344
257,145075.6621650518
1241,187191.37743234172
1545,119282.14779068319
1189,173125.62694358735
270,148533.70610500727
2066,209145.28212790695
693,109092.552824972
1259,150812.8969361062
2916,141362.51064032616
2321,265401.0028905163
1977,114218.47524073164
1895,146025.24237296675
1240,163833.0256496641
85,154260.76042875802
1823,124735.71765236875
825,296698.1747126326
110,236571.77436688542
697,113273.00861888326
2297,111472.35487867206
1231,136512.08460121555
1355,136880.71896226722
968,360381.500712469
584,215959.9112322017
1315,123588.29656737049
1606,138099.52548595032
206,109784.87659175512
1685,348242.72365983156
2016,141168.92846269096
869,203854.72896203148
2135,124153.24680228409
2346,167684.85635886344
2430,233434.85886602954
2198,88585.02989618071
2652,115474.75861718632
27,121648.7897837492
241,163593.23076879274
906,139687.51579172863
1506,105771.96305563556
2098,346835.3635978389
1435,225027.07955380954
2213,112591.77253446428
1274,135735.40441525244
743,56604.24709750015
1737,184662.05269273024
2797,268493.9130609104
2185,78827.43119680355
58,168662.87377516847
830,194707.55701627763
808,125467.12652051741
680,154650.63302555485
1153,124437.08116855334
1291,134826.73361130952
1818,156665.43267200462
2161,174374.8282955467
1883,122372.37418232819
350,387113.3861486762
2473,143396.11842049717
295,172115.44683270348
293,196833.83467597046
859,129126.9019762087
288,83090.72028523555
1578,152518.6567386486
102,189143.75788272262
2831,180614.35269688917
1030,163135.08610961578
2551,137990.24567990744
1286,144149.65876096467
958,335967.131226547
776,126437.76099507757
72,231330.04850361805
2263,241821.1164080568
1866,151492.9081200502
2876,74083.02187211547
2146,253376.5282488491
103,183012.54184207547
1500,150811.89752131008
492,178918.84605073175
167,137510.9759399409
2597,116462.48539188542
2685,113028.25760258234
1035,145575.40097448212
1220,74588.37041826954
2602,140774.90502207115
2159,208152.75330360953
695,140243.2723285716
1109,273141.36509899993
640,176961.38781788477
1652,149441.66585269084
2090,187763.11306194958
1188,178611.83006767527
2345,232258.86538739956
1059,449687.7110359776
2751,225453.99816480215
128,218643.00398238923
1523,171686.51852531036
2925,170024.88936004118
2145,300322.1013065789
1121,212093.94524401583
566,311634.53329265676
565,233647.07498354302
1331,135930.96240435902
2928,120240.62725674362
156,139658.39505662673
797,160346.7583671114
327,110936.67742814409
2859,138454.7351779185
1453,119648.02484277703
1762,366759.05355350504
1868,193914.60543740098
1760,176805.35331455994
1113,248910.84276303428
1812,190854.04263069853
117,148834.71561148012
1142,220337.29473079636
2342,455197.80576871044
927,132704.33570629667
2478,184301.73890984396
655,84338.48302059503
2064,120323.3701048767
369,250899.4326544174
2239,121606.84895005928
2732,213328.36681343516
1653,161096.2782255664
959,198328.645120617
2395,363484.88211693044
1412,111744.70436969186
271,248924.95960192115
1484,155936.99667805346
1497,159039.9905581938
552,171514.6784968077
2,118930.38795440974
1855,287441.23418543686
4,288349.28045879
2292,161415.75563142702
134,136092.8948823391
646,108562.71316010893
42,310943.00407703023
532,231754.8673904229
713,110645.27183446061
2561,135477.01119032348
2360,127617.51562527307
1333,137301.90070594708
1407,188702.70346722228
2892,279544.3724239713
574,226412.7463456859
1227,192369.38657469745
2591,243517.13909694128
1476,212453.53150579793
1125,237929.11164981406
1446,123868.54982131658
408,118757.76458975476
1101,289507.31813088804
2251,185415.27754998207
373,187562.83123272567
2554,119002.1207055127
2382,252368.7949628021
1985,87291.53505428917
519,227007.60402819014
1093,188230.9576792478
864,243203.19102307665
2889,146936.76669771931
2308,178927.19239393945
986,154061.0205981183
1302,148595.2728417702
585,155134.47785927332
2708,145287.59756786563
147,129865.72649250731
1441,226762.4272596425
383,172169.94953110078
285,161821.53090036436
181,107397.81811181526
358,164899.83914505408
780,148226.5840629927
258,193889.61704306974
1865,208630.83206629346
692,126651.20818278164
2902,326069.93046117725
508,251663.84605476505
2638,131929.81630973832
36,154190.59148519524
611,164365.59804333246
2281,125516.11023218824
1678,127054.80884518083
1696,484692.70799349685
1557,96531.44814641273
2180,157305.93973416192
1726,209557.0832214726
951,147045.74073180126
267,224603.7061801077
2706,141499.9483199409
2221,236686.0631969447
1357,156290.70412513806
2901,310963.4903735403
347,176077.21664616241
2164,187803.58181147344
1586,303847.28728255245
360,162457.42452479393
1769,234583.5863997333
2617,157738.96894868874
1879,138119.8542543236
991,216179.49856505517
1535,113879.66001160606
1191,148520.21663804763
1579,195705.7246780292
1882,132774.67147213398
1510,125788.85655056352
2196,159795.36180224727
1845,180574.000915601
2336,403355.10521639267
942,97690.67358100724
861,124898.7688846995
2555,106814.12695446533
1392,155571.25797864955
2099,245681.34228619467
1543,135204.72033051564
948,273577.93005106127
1239,166661.2573275623
22,190929.65536258268
2796,245659.31245103822
2747,190300.0035274763
92,289402.0328275431
210,164129.54085485468
1858,221774.28492887787
2228,169253.40524163973
447,223807.65050144342
827,249127.78553623654
1649,203448.56152838847
682,129907.06112553386
2698,115163.53023169118
494,166732.0818032234
214,106589.92164892111
2441,246172.6612696034
2679,108135.61001557513
1336,129931.48797411879
465,178085.37800617583
1524,135568.7142327582
2543,116923.7109393625
631,134983.13813239906
2452,310871.19044731895
228,148862.26487244506
126,174010.83273623695
1092,214075.5944530283
1122,198269.04113186587
932,211856.5237499805
1980,90074.93928449112
2171,113188.25407939457
551,143441.4148436723
2768,175954.7087554145
2056,111866.08477985556
1159,366074.1169918022
2645,117927.27045968275
1174,182274.44825149424
2266,220226.1465745233
2462,430845.26954029175
1219,146019.09996784202
2922,181457.0487489399
118,143084.61243258076
474,176916.6986430218
2576,144785.63185561862
872,281101.760597294
1077,213058.06465891347
1536,135769.61808695833
1150,123227.16124413817
2341,364321.500058429
1931,140391.05949789382
2785,129054.07212840364
2538,129263.82773406118
597,203429.57352819448
464,178750.6388240526
233,223476.22622973198
2169,140328.54182072138
2123,160004.61205818
1867,160640.30593174693
137,242368.63551060844
515,234421.9521150284
933,131679.7841595771
2784,161021.27199429795
972,173296.6327704917
599,157235.22547505167
2614,126323.29374487269
2582,152559.29975407588
1409,153523.03137942066
175,97922.49611107771
352,202877.36726417072
976,103085.02161207255
2134,185325.69747843494
984,117823.63065732717
2396,403396.54598368786
1673,140176.78815400638
404,134073.36078307257
607,162944.0257244217
814,186729.94933107475
868,187959.6609189244
2271,189692.6615613523
1633,267859.5805509571
337,199792.83180406166
2765,146600.03783399568
1746,239738.80590675192
368,343815.05155027757
2806,208522.6419460135
1662,183819.4853686038
1234,211196.23717393368
1373,139024.6984473165
1672,114334.72269687959
1939,135965.66511211745
